title,records,taxa,org_country
(Table 3) Relative abundance of benthic foraminifera in sediment profile HUD84-030-04,2606,64,DE
UNSM Vertebrate Specimens,2589,196,US
(Table 4) Distribution of planktonic foraminifers in ODP Hole 112-683A,2580,29,DE
Actualización y depuración de las bases de datos de la Colección Nacional de Helmintos: P085 y Q028,2561,652,MX
Free-living marine Nematodes from San Antonio and Cormoranes sandy beaches (Rio Negro, Argentina), 2006.,2538,54,AR
(Table  8A) Occurrences of planktonic foraminifers in selected samples of DSDP Hole 89-586B, Sections 1-1 through 5-1,2528,31,DE
(Table 3) Plio-Pleistocene benthic foraminifera of ODP Hole 107-653A,2512,130,DE
(Table 7) Distribution of planktonic foraminifers in ODP Hole 112-685A,2492,27,DE
AMNH Mammal Collections,2491,99,US
(Table 13) Occurrences of planktonic foraminifers in selected samples of DSDP Hole 90-591,2485,31,DE
Monitoring data from the federal state Rhineland-Palatinate (Germany),2477,74,DE
CRCM Vertebrate Collection,2468,198,US
Visherintroductie - Reintroduction of the fishes chub, dace, burbot, and brown trout in Flanders, Belgium,2464,14,BE
(Table 3) Relative abundance of benthic foraminifera in late Cenozoic sediments of DSDP Hole 68-502A from the Caribbean Sea,2464,115,DE
University of Ghana - Ghana Herbarium,2461,578,GH
(Figure 6) Distribution of benthic foraminifers in middle-upper and Quaternary in DSDP Site 71-512,2458,27,DE
Relative abundances of planktonic foraminifera in ODP Site 121-758 (Table 1),2457,24,DE
Bird Specimens in the Museum of Nature and Human Activities, Hyogo, Japan,2456,276,JP
DSMZ Prokarya Collection Catalogue,2450,1412,DE
Foraminifera distribution of sediment core KET80-03,2450,18,DE
Marine and Coastal Management - Seal Surveys (AfrOBIS),2440,1,
The Environmental Sample Collection of Spiders at the Staatliches Museum für Naturkunde Karlsruhe,2433,30,DE
Foraminifera, sedimentological parameters and sea surface temperature and salinity calculated on core SO82_5-2,2431,3,DE
Cowan Tetrapod Collection - Birds,2430,268,CA
Census of the animals of Benin,2425,213,BJ
British Lichen Society - BLS Lichen Database: Welsh churchyards,2420,32,GB
(Table 12) Distribution of Neogene planktonic foraminifers in sediments of ODP Hole 115-714A,2420,22,DE
(Figure 13) Distribution of middle Miocene through middle Pleistocene planktonic foraminifera in ODP Hole 132-810C,2414,33,DE
(Table 2) Distribution of planktic foraminifers of sediment core D11957P,2412,27,DE
Distribution of planktic foraminifera in sediment core GIK23415-9,2411,19,DE
(Figure 2) Planktonic foraminifera abundance in DSDP Hole 93-603C,2406,17,DE
U.S.D.A. Forest Service, Redwood Sciences Laboratory - Lamna Point Count,2384,28,US
BCCM/MUCL - (Agro)Industrial Fungi and Yeasts Collection,2380,422,BE
Collection Polychaeta - ZIM Hamburg,2379,393,DE
Diversidad dinámica y patrones reproductivos en la comunidad de peces demersales del Golfo de Tehuantepec,2379,158,MX
Collections data on ecology of bottom animal of the Southern ocean,2358,106,
Range table from planktonic foraminifers in ODP Hole 152-918A,2352,14,DE
RMT Trawl catch from the 1984/85 V5 SIBEX2 voyage,2342,117,AU
Consortium of California Herbaria,2338,23,US
Lichen herbarium, UiB,2335,83,NO
NYSM Birds,2332,222,US
(Appendix Table 1) Absolute abundances of benthic foraminifers in DSDP Hole 94-608,2325,98,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V28-238,2322,32,DE
Zoological Museum Amsterdam, University of Amsterdam (NL) – Mollusca_Types,2305,1253,NL
Biodiversidad de la macrofauna bentónica en la microcuenca de Chabihau, Yucatán,2303,74,MX
Database of invertebrates collected in Mongolia,2302,23,HU
Joint Nature Conservation Committee - England Otter Survey Database,2297,1,GB
Collections of Phytoplankton at BGBM,2284,72,DE
Biological Resource Center, Department of Biotechnology, National Institute of Technology and Evaluation,2283,982,JP
National Trust - Wicken Fen nature reserve species data held by The National Trust,2280,505,GB
A comparison of benthic biodiversity in the North Sea, English Channel and Celtic Seas (EurOBIS),2278,390,
Mid-Pleistocene (800-400 ka) planktic foraminfer assemblages of IODP Site 306-U1314,2276,6,DE
Inventario de macroalgas de Bahía de Banderas: Fase I y Fase II,2272,253,MX
Real Jardin Botanico, Madrid: MA-Funhist,2268,526,ES
Herbario Nacional de Plantas Celulares - Museo Argentino de Ciencias Naturales 'Bernardino Rivadavia',2267,990,AR
(Table S3) Significant benthic foraminifera species in ODP Hole 164-997A,2261,24,DE
(Table 3) Distribution and abundance of selected planktonic foraminifera of the Pliocene DSDP Hole 41-366A,2260,25,DE
NBM birds,2256,118,CA
DMNS Egg Collection (Arctos),2254,193,US
MfN - Fossil invertebrates Ia,2252,655,DE
Species counts of benthic foraminifera of sediment core BOFS5K,2250,71,DE
Planktic foraminifera assemblage of sediment core ELT49.018-PC,2246,14,DE
Planktic foraminifera distribution of sediment core GIK17666-2,2238,27,DE
Live (Rose Bengal stained) benthic foraminifera of surface sediments of the Persian Gulf (Table 1),2237,34,DE
DUKE Bryophyte Collection,2232,5,US
Bay of Fundy Species List (OBIS Canada),2225,2217,
(App 8) Relative contents of planktonic foraminifera species in sediments from Core GeoB3011-2,2222,25,DE
Bird Monitoring Data,2219,26,CR
Censos de aves del parque nacional Laguna
		Blanca,2217,17,AR
MICROBIS database,2216,608,
Algae, Specimens, Agder naturmuseum (KMN),2213,179,NO
Range table from planktonic foraminifers in ODP Hole 139-857A,2210,17,DE
PRECIS,2206,33,ZA
Distribution of planktic foraminifera of sediment core M31/3_SL3011-1,2202,32,DE
Benthic foraminifers of sediment core Svanic90_9004,2197,11,DE
(Appendix A) Planktic foraminifer abundance of ODP Hole 117-723B,2192,23,DE
AIMS - Bioresources Library (OBIS Australia),2184,579,
Colección de Algas del Herbario Nacional, Museo Nacional de Historia Natural de Chile,2179,243,CL
Arizona State University Lichen Collection,2171,92,US
Abundance of benthic infauna in surface sediments from the North Sea sampled with TYRO in 1986,2170,364,DE
Palaeobiology - Vertebrate Comparative Osteology Collection - Royal Ontario Museum,2169,651,CA
HSU Wildlife Birds,2168,192,US
Foraminifera abundance of sediment core MD81-LC21,2167,15,DE
Stable isotopes, diversity and composition of foraminifera in sediment core GeoB3004-1,2167,7,DE
Michigan State University Herbarium Lichens,2166,108,US
Planktic foraminifera abundance of Hole 37-334,2164,26,DE
Botanical Museum, Copenhagen, Mycology Herbarium,2156,403,DK
(Table T1) Census counts of planktic foraminifers at ODP Hole 175-1087A,2154,16,DE
Colección Ictiológica del CENPAT-CONICET,2153,211,AR
Base de datos sobre ictioplancton para la Bahía de Campeche, México,2151,108,MX
Yorkshire Naturalists' Union Marine and Coastal Section - Yorkshire Naturalists Union Marine and Coastal Section Records,2138,313,GB
Marine Environmental Monitoring - Marine Turtles,2134,5,GB
University of British Columbia Herbarium (UBC) - Vascular Plant Collection,2132,64,CA
Distribution of planktonic foraminifera in surface sediment samples A180-072 to V23-83,2129,22,DE
Benthos counted on dredged samples during Valdivia cruise VA53,2115,164,DE
(Table 2) Calcareous nannofossil abundance in ODP Hole 164-994C sediments,2114,19,DE
Planktonic foraminiferal abundances, and sea surface and export production reconstructions of sediment core SU92-03,2109,28,DE
Birds of Ireland,2108,114,IE
Seaweed (Plantae) Collection of the Seto Marine Biological Laboratory, Kyoto University,2101,328,JP
Distribution of living benthic foraminifera in surface sediments of the Norwegian Sea (Table 2),2101,151,DE
Ichthyology,2090,143,DE
Elasmobranquios del Golfo de Tehuantepec, litoral chiapaneco,2083,20,MX
Especies de peces introducidas en aguas continentales de México. Catálogo y manuscrito,2080,31,MX
Northern Ireland Environment Agency - EHS Species Datasets,2076,62,GB
South Western Pacific Regional OBIS Data Asteroid Subset (South Western Paci fic OBIS),2071,119,
MSB Bird Collection (Arctos),2062,203,US
NCSM Invertebrates Collection,2062,428,US
Relative abundances of benthic foraminifers of sediment core Svanic90_9004,2062,112,DE
Naturalis Biodiversity Center (NL) - Mammalia,2062,98,NL
Distribution of planktonic foraminifera in surface sediments of the Mediterranean Sea,2058,19,DE
Fungus Collections at Staatliches Museum für Naturkunde Karlsruhe (Herbarium KR),2057,453,DE
Dead benthic foraminifera of surface sediment of the Persian Gulf (Table 2),2051,36,DE
Zooplankton abundance and population structures assessed during April-September of 2001-2, Southern Ocean, GLOBEC,2051,10,
(Table 5) Occurrence and estimated abundance of planktonic foraminifers at DSDP Site 85-574,2046,21,DE
Otter Survey of Ireland 1982,2042,1,IE
(Appendix Table 2) Absolute abundances of benthic foraminifers in DSDP Site 94-610,2042,97,DE
Lichen field notes, Oslo (O),2040,19,NO
Nematodes collection (IN) of the Muséum national d'Histoire naturelle (MNHN - Paris),2038,355,FR
Universitat de València, Colecciones de Criptógamas: VAL_Algae,2038,425,ES
Planktic foraminifera assemblage of sediment core ELT49.021-PC,2031,19,DE
UPCB - Herbário do Departamento de Botânica,2011,202,BR
Diversidad de peces de las lagunas costeras de Pueblo Viejo y el Mango, Veracruz,2011,70,MX
National Whale and Dolphin Sightings and Strandings Database,2008,29,AU
Planktic foraminifera abundance in counts of Hole PRAD1-2,2003,18,DE
(Fig. 3a-e) Distribution of planktonic foraminifera in surface sediments,2002,21,DE
(Table A2) Sea surface temperature reconstruction of DSDP Site 94-607 in the North Atlantic,2000,4,DE
Range table from benthic foraminifers in ODP Hole 154-926A,1994,35,DE
Distribution of planktic foraminifers of core V19-29,1994,20,DE
(Appendix C) Distribution of benthic foraminifera in surface sediments from the Chatham Rise,1992,37,DE
Algae specimenｓ database of Shizuoka Prefecture Museum of Natural History,1987,251,JP
Seabird 2000,1985,24,IE
(Appendix B) Abundance of benthic foraminifera in sediment cores GIK17964-3 and GIK17964-2,1983,58,DE
Planktic foraminiferal species counts in GeoB1117-2,1980,26,DE
The SERTC Invertebrate Database: Invertebrates of the southeastern United States,1970,523,
Distribution of planktic foraminifera, factor analysis, SST of sediment core PS2495-3,1970,20,DE
Biological Records Centre - Cranefly (Diptera; Tipuloidea) records for Britain to 2007,1967,3,GB
Evaluación de la ictiofauna en las áreas focales del corredor biológico costero-Yucatán,1962,119,MX
Planktic foraminifera abundance in per cent of Hole PRAD1-2,1953,18,DE
(Table 4) Distribution and abundance of selected planktonic foraminifera of the Pliocene DSDP Hole 41-366A,1950,22,DE
RSPB - Lapwing Recovery Project, South West Scotland, 2006-2009, RSPB,1947,1,GB
herpetology,1946,30,US
Planktic foraminifera abundance of Hole 7-62A,1935,31,DE
(Figure 4) Stratigraphic distribution of planktonic foraminifera in DSDP Hole 93-604,1931,18,DE
Freshwater fishes of Hidalgo state (Mexico) in the MZNA fish collection of the University of Navarra (Spain),1926,5,ES
National Museum of Natural Science,1918,597,TW
Inventaire National du Patrimoine Naturel : Flore Franco-Belge,1918,24,FR
CNHE/Coleccion Nacional de Helmintos,1917,583,MX
UCLA Donald R. Dickey Bird and Mammal Collection,1908,173,US
Joint Nature Conservation Committee - Vegetation surveys of coastal shingle in Great Britain,1908,20,GB
Relative abundance of planktic foraminifera in sediment core GIK12310-4, Caoe Barbas, North-Weat Africa (Appendix Tab. 2e),1907,25,DE
Dinoflagellate cysts counts of sediment core MD95-2042,1907,22,DE
(Appendix 1) Census data of planktic foraminiferal faunas together with estimates of mean annual SST for sediment core R657,1906,18,DE
Coleção de Polychaeta do Museu Nacional,1904,320,BR
(Table T1) Plankontic foraminifera stratigraphy of ODP Site 184-1143,1904,17,DE
Posidonia Oceanica Survey 2005 (EurOBIS),1899,67,
Biological Records Centre - Isopoda (Interim dataset),1898,4,GB
Zoological Museum Amsterdam, University of Amsterdam (NL) – Mammalia,1894,101,NL
BioGIS - Marine snails - HUJ collections,1892,462,IL
(Table 18) Benthic foraminifera in late Miocene sediments of DSDP Hole 90-593,1892,43,DE
(Table 7) Distribution of Neogene planktonic foraminifers in sediments of ODP Hole 115-709C,1890,18,DE
Diversidad bentónica de la laguna Celestún, Yucatán,1888,187,MX
Observaciones de Especies Silvestres (by Charif Tala),1885,63,CL
Range table from planktonic foraminifers in ODP Hole 157-953A,1884,30,DE
Aves MZS,1883,307,FR
Crustacea collection of the Finnish Museum of Natural History,1878,97,FI
Planktic foraminifera abundance of Hole 72-517,1876,25,DE
Collection Polychaeta - ZSRO,1875,523,DE
The Flora of County Wexford,1872,18,IE
Kingfisher Survey 2010,1872,21,IE
CM Herps Collection,1866,31,US
Birds Specimens,1860,164,US
Inventaire National du Patrimoine Naturel : Mammifères de France,1858,29,FR
Inventario y monitoreo del Canal de Infiernillo para el comanejo de los recursos marinos en el territorio Seri, Golfo de California,1855,530,MX
(Table 8) Planktonic foraminifera of late Quaternary sediments in DSDP Site 41-366,1848,28,DE
Record, the Biodiversity Information System for Cheshire, Halton, Warrington and the Wirral - RECORD unverified freshwater fish data up to current day,1841,38,GB
(Table  6) Planktonic foraminifer abundance of ODP Hole 162-982B,1841,16,DE
(Table 4) Relative abundance of planktonic foraminifera in ODP Site 162-980,1831,21,DE
(Figure 5) Stratigraphic ranges of selected planktonic foraminifers at ODP Hole 101-627B,1827,25,DE
Abundance of planktonic foraminifera in surface sediments of the South Atlantic,1824,30,DE
(Fig. 5) Distribution of benthic foraminifera in sediment profile GeoB9526,1822,42,DE
Colección de Ostrácodos Recientes del Sur del Golfo de México (ICMyL-DF, UNAM),1808,61,MX
Borror Lab of Bioacoustics (BLB), Ohio State University,1806,165,US
Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris),1799,108,FR
Coccolith percentage exclusive Emiliania huxleyi of surface sediment samples,1799,10,DE
Herbarium Senckenbergianum (FR) - Fungi,1796,97,DE
Elephant Seal Sightings, Heard Island,1794,1,AU
RMT Trawl catch from the 1992/93 V6 KROCK voyage,1791,65,AU
Natural History Museum Rotterdam (NL) - Invertebrata miscellaneous Collection,1784,383,NL
REVIZEE Score Sul / Bentos (OBIS South America, BRAZIL),1777,446,
Collection Porifera SMF,1775,673,DE
(Appendix A4) Relative abundances of planktonic foraminifera of sediment core GeoB1706-2,1768,3,DE
Planktic foraminifera assemblage of sediment core ELT49.017-PC,1767,14,DE
Garden Bird Surveys,1758,11,AU
Crustáceos de la Colección de Referencia de Biología Marina de la Universidad del Valle (CERBMcr-UV),1757,269,CO
Range table from benthic foraminifers in ODP Hole 154-929A,1756,34,DE
(Appendix B2) Distribution of planktic foraminifera in ODP Hole 181-1125A east of New Zealand,1750,18,DE
Zooplankton (NSMK-ZP),1748,27,KR
Biodiversitätsdatenbank des Landes Salzburg,1732,12,AT
Benthic foraminifera abundance of Hole 84-570,1731,78,DE
Japan Collection of Microorganisms, RIKEN BioResource Center,1729,995,JP
Flora de macroalgas del litoral oaxaqueño,1726,176,MX
Real Jardín Botánico (Madrid), Vascular Plant Herbarium (MA),1724,71,ES
Consolidación y sistematización de las colecciones de referencia de peces y mamíferos marinos del ITESM Campus Guaymas,1724,275,MX
Banc de dades de biodiversitat de Catalunya-LiqueCat,1721,62,ES
MarBEF Publication Series data (EurOBIS),1708,549,
Banc de dades de biodiversitat de Catalunya-ArtroCat,1707,195,ES
CAS Herpetology (HERP),1700,56,US
RSPB - Red-throated diver national surveys in Scotland - raw data (SCARABBS),1698,1,GB
RMT Trawl catch from the 1980/81 V5 FIBEX voyage,1697,73,AU
(Figure 8) Distribution of benthic foraminifers in the Pliocene-Quaternary of DSDP Hole 71-514,1694,14,DE
Colección Ictiológica del Río Bravo en México (UANL),1694,69,MX
Distribution of benthic foraminifera of sediment core PS1388-3,1692,76,DE
(Table 2) Distribution and abundance of selected planktonic foraminifera of the Pliocene DSDP Hole 41-369A,1690,12,DE
Paleontological collection of the National Museum - Fauna,1687,320,CZ
Monitoring data from the federal state Bavaria (Germany),1680,43,DE
Base de datos y colección de distintos grupos del zooplancton de regiones marinas prioritarias de Jalisco y Colima en el Pacífico mexicano. Larvas de Peces,1675,83,MX
Galathea II, Danish Deep Sea Expedition 1950-52,1668,880,DK
(Appendix 2) Distribution of planktonic foraminifera in the last 70 kyr of sediment core MD95-2043 from the western Mediterranean Sea,1661,17,DE
(Table 3) Distribution of planktonic foraminifers in ODP Hole 112-682A,1659,21,DE
Insecta ZMK,1657,607,DE
Inventario de la biota marina (invertebrados, peces y macroalgas bentónicos) del parque nacional Isla Isabel,1655,307,MX
(Appendix A5) Relative abundances of planktonic foraminifera of sediment core GeoB1711-4,1654,3,DE
Biodiversidad de moluscos opistobranquios (Mollusca: Opisthobranchiata), del Pacífico mexicano: Isla Cedros-Vizcaíno e islas del Golfo de California parte Sur,1654,164,MX
Distribution of planktic foraminifera of sediment core GIK18287-3,1646,21,DE
Relative abunances of benthic foraminifera in Late Oligocene to Miocene sediments of ODP Hole 121-757B from the southeastern Indian Ocean (Appendix Table 1),1645,30,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC12-339,1637,24,DE
Fish (ASJK-PI),1636,126,KR
University of Ghent - Zoology Museum - Vertebratacollectie,1634,602,BE
Aves Argentinas / Asociación Ornitológica del Plata - Conteo anual de chorlos de pastizal en Argentina - Campañas 2009-2010,1630,3,AR
Botanical Museum, Copenhagen. Database of type specimens,1629,791,DK
Belgian IFBL Flora Checklists (1939-1971),1623,19,BE
Plan de vertebrados de la Patagonia,1622,39,AR
Biodiversity of Antarctic Zoobenthos (SCAR-MarBIN: Antarctic OBIS),1621,305,
Antarctic Echinoids: an interactive database,1621,305,
Slovenian Fungal Database - Boletus informaticus,1618,102,SI
REVIZEE South Score / Pelagic and Demersal Fish Database (OBIS South America, BRAZIL),1618,167,
Percentages of planktonic foraminifera species in sediment core RC13-189,1611,23,DE
Avifauna de la laguna Madre de Tamaulipas,1610,64,MX
Stable isotope analysis of benthic foraminifera and summer sea surface temperature reconstruction of sediment core PS2489-2,1608,3,DE
Hawaiian Algal Database,1608,296,US
AMNH Herpetology Collections,1606,65,US
(Table T4, T5, T6, T7) Percentage of agglutinated and calcareous benthic foraminiferal species in ODP Hole 178-1098C,1606,16,DE
National Inventory of Swiss bryophytes,1605,3,CH
Crustáceos estomatópodos, anfípodos, isópodos y decápodos del litoral de Quintana Roo,1602,250,MX
(Figure 6) Occurrence of planktonic foraminifers and other selected constituents in samples from DSDP Hole 80-550,1600,19,DE
(Table 2) Relative abundance of benthic foraminifera in sediment core HUD84-030-04,1599,77,DE
Ontario Breeding Bird Atlas 1981-1985,1597,36,CA
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V22-174,1597,26,DE
Bird Collection,1596,160,US
Planktic foraminifera assemblage of sediment core ELT45.029-PC,1596,16,DE
(Table 2) Relative abundance of benthic foraminifera in sediment core CD17-30,1594,41,DE
(Appendix) Planktonic foraminifera abundances in ODP Site 138-847B,1588,26,DE
Demersal and pelagic species from the Patagonian shelf (OBIS South America, SOUTHERN OCEAN SUB-NODE),1587,34,
Conchological Society of Great Britain &amp; Ireland - Mollusc (non-marine): Compilation of records of rare and scarce species for Great Britain and Northern Ireland,1578,17,GB
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V25-59,1574,25,DE
Planktic foraminifera abundance of Hole 72-518,1571,27,DE
(Appendix B) Distribution of planktonic foraminifera at DSDP Hole 72-518,1563,27,DE
MVZ Egg and Nest Collection (Arctos),1558,215,US
Herbarium (AMNH),1556,196,IS
Abundance of benthic infauna in surface sediments from the North Sea sampled during cruise Dana00/5,1548,140,DE
Relative abundance of deep-sea benthic foraminifera in surface sediments east of New Zealand,1548,106,DE
West Wales Biodiversity Information Centre - Sea Trust Stena Europe Survey of Cetaceans in the St Georgeâs Channel, April 2004- April 2011,1547,5,GB
CBS Filamentous Fungi Database,1544,1542,JP
Alterra (NL) - Entomofauna inventory in riverside grasslands,1542,27,NL
The Scottish Ornithologists' Club - Fife breeding bird tetrad atlas 1991-99,1540,33,GB
Percentages of planktonic foraminifera species in sediment core RC24-16,1539,23,DE
Vascular Plant Herbarium, UiB,1537,22,NO
Abundance of benthic infauna in surface sediments from the North Sea sampled during two Michael Sars cruises in 2000,1536,150,DE
Merseyside BioBank - North Merseyside Flowering Plants (verified),1535,20,GB
Whale and Dolphin Conservation Society - WDCS Shorewatch Sightings,1534,10,GB
(Table A5) Distribution of planktic foraminifera and sea surface temperature reconstruction of sediment core V30-97 in the North Atlantic,1532,4,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC11-86,1529,23,DE
MEXU/Colección de Plantas Acuáticas,1528,19,MX
Mammal collection, Natural History Museum, University of Oslo,1525,46,NO
Phytopathogenic Fungi Observed by Hans and Hanna Doppelbaur,1524,113,DE
Mollusca Collection of Natural History Museum and Institute, Chiba,1516,48,JP
Shellfish (ASJK_MS),1515,179,KR
International Collection of Microorganisms from Plants - New Zealand National Microbial Collection,1513,308,NZ
(Table 3B) Occurrence and estimated abundance of planktonic foraminifers at DSDP Holes 85-572C and 85-572D,1512,23,DE
(Table 2) Live benthic foraminifera in surface sediments from the eastern South Atlantic Polar Front region,1512,81,DE
Planktic foraminifera abundance of Hole 47-397,1511,17,DE
Planktic foraminifera abundance of Hole 26-258A,1508,17,DE
(Figure 4) Distribution of benthic foraminifers in the Upper Cretaceous of DSDP Hole 71-511,1500,10,DE
Distribution of planktic foraminifers of core RC10-62,1498,20,DE
(Table 4) Relative abundance of benthic foraminifera in late Cenozoic sediments of DSDP Hole 68-503A from the East Pacific Ocean,1497,117,DE
(Table 5) Distribution of Neogene planktonic foraminifers in sediments of ODP Hole 115-707A,1494,18,DE
(Table 6) Occurrence and estimated abundance of planktonic foraminifers at DSDP Site 85-575,1488,21,DE
Benthic foraminifera of sediment core MD99-2286,1487,59,DE
UAZ Bird Collection,1486,186,US
Aves Marinas y Playeras en el PNN Sanquianga y la Bocana de Iscuandé entre 2007 y 2009,1481,33,CO
Sphaeroceridae Collection,1481,4,DE
(Table S1) Benthic foraminifera of ODP Holes 199-1218A and 199-1219A,1479,28,DE
Cetacean distribution in the South Atlantic and South Pacific Ocean (AR-OBIS) (OBIS South America, SOUTHERN OCEAN SUB-NODE),1478,15,
(Appendix B) Benthic foraminifera in Indian Ocean surface sediments,1478,36,DE
Distribution of barnacles, bivalves, gastropods, and calcified worm tubes in sediment samples collected between 1995 and 2010 in the San Francisco Bay coastal system,1475,5,DE
Plants of Papua New Guinea,1474,240,AU
Gunma Museum of Natural History, Molluscan Specimen,1470,609,JP
Planktic foraminifera abundance of Hole 80-548,1470,20,DE
Colección de Oligoquetos Acuáticos de la UPV/EHU,1463,53,ES
CNAV/Coleccion Nacional de Aves,1463,118,MX
Relative abundances of twenty-eight dominant benthic foraminifera species of DSDP Hole 23-219 (Table 1s),1462,24,DE
Tromsø Museum, Fungi,1460,166,NO
Range table from benthic foraminifers in ODP Hole 149-898A,1458,78,DE
Biogeographic distribution of the Antarctic and Sub-Antarctic brachiopods (living forms),1457,32,
(Table 14A) Occurrences of planktonic foraminifers in DSDP Hole 90-592, samples 592-1-CC through 592-29-CC,1451,27,DE
(Table 3) Distribution of planktonic and selected benthic foraminifers from DSDP Hole 87-583,1447,39,DE
(Table 5) Distribution of planktonic and selected benthic foraminifers from DSDP Hole 87-583D,1446,32,DE
Geochemistry and sedimentology on core PO200/10_6-2,1445,22,DE
Distribution of planktic foraminifera of sediment core M33/1_SL_EAST,1444,20,DE
Colección de Crustacea del Museo Nacional de Historia Natural de Chile,1444,188,CL
(Table 4) Distribution of planktonic foraminifers in ODP Site 126-792,1443,33,DE
DSMZ Bacteria,1442,1418,JP
Distribution of benthic foraminifera in DSDP Hole 24-238 in the Central Indian Ocean (Appendix A),1442,20,DE
United States National Plant Germplasm System Collection,1437,15,US
Scottish Environment Protection Agency - River macroinvertebrate data for 2005 and 2006,1436,200,GB
(App 11) Relative contents of mass species of planktonic foraminifera in sediments from Core S-17954,1433,14,DE
Biogeographic distribution of Antarctic and sub-Antarctic Cumacea,1427,80,
Range table from planktonic foraminifers in ODP Hole 139-856A,1427,16,DE
Pond Conservation - National Pond Monitoring Network collated pond survey data for Great Britain 1972 to 2007,1427,43,GB
Actualización de bases de datos de peces,1425,144,MX
Naturalis Biodiversity Center (NL) - Botany Wageningen,1424,94,NL
(Appendix B1) Relative abundances of middle Eocene-late Oligocene calcareous nannofossils in ODP Hole 120-748B,1418,2,DE
RAVON (NL) - Fish observations extracted from Redeke (1907),1417,40,NL
CCBER Ornithology Collection,1410,90,US
Composition of the coccolith flora in sediment core GeoB1710-3,1408,15,DE
Abundance of coccoliths in sediment core GeoB1710-3,1408,15,DE
Distribución e inventario de algunas especies bentónicas (hexacorales, octocorales, esponjas, y especies misceláneas) en arrecifes del Caribe mexicano,1406,322,MX
Reptiles and Amphibians collection (RA) of the Muséum national d'Histoire Naturelle (MNHN - Paris),1405,69,FR
Abundance of organic-walled dinoflagellate cysts of sediment core GeoB3603-2,1401,24,DE
COMARGIS: Information System on Continental Margin Ecosystems,1398,425,FR
Amphibians and Reptiles collection at the Natural History Museum of Denmark (SNM),1394,47,DK
(Table  7) Benthic foraminifera in middle-late Miocene sediments of DSDP Site 90-590,1394,40,DE
Relative abundance of organic-walled dinoflagellate cysts in surface sediments,1393,24,DE
Fish tissues, Division of Genomic Resources, UNM, Albuquerque, NM.,1389,5,US
(Table 7) Distribution of dead benthic foraminifera in deep-sea surface sediments of the Scotia Sea, part 2,1388,118,DE
Raw counts of dinoflagellate cysts in several IODP and DSDP holes,1387,16,DE
(Table 3) Occurrences of planktonic foraminifers in samples from ODP Hole 105-647A,1386,20,DE
(Figure 4) Occurrence of planktonic foraminifers and other selected constituents in samples from DSDP Hole 80-549A,1386,21,DE
MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp,1380,109,
AM: Freshwater Invertebrates (1900-2005),1379,139,ZA
Planktic foraminifera assemblage in sediment core GIK16773-1,1371,25,DE
Abundance of benthic infauna in surface sediments from the North Sea sampled during cruise DeHolland1986,1371,395,DE
(Table 4) Plio-Pleistocene benthic foraminifera of ODP Hole 107-652A,1370,110,DE
Centro Nacional Patagonico Ichthyological Collection (OBIS South America, SOUTHERN OCEAN SUB-NODE),1370,141,
AAD Benthic Sampling Database,1363,313,AU
Waterbirds of the Botanic Garden Meise,1359,1,BE
Range table from planktonic foraminifers in ODP Hole 159-959B,1357,29,DE
Sea shell specimens database of Mr. Toru Ueda collection, Shizuoka Prefecture Museum of Natural History,1356,651,JP
Planktic foraminifera counts of sediment core AB000280,1352,21,DE
MfN - Heteroptera Collection,1349,36,DE
(Appendix A) Relative abundance of planktonic foraminifera in ODP Hole 117-723A,1347,26,DE
(Table 1) Relative abundance of planktonic foraminifers in ODP Hole 164-997A sediments,1346,30,DE
Joint Nature Conservation Committee - Wales Otter Survey Database,1346,1,GB
Percentages of planktonic foraminifera species in sediment core V25-59,1346,24,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V34-88,1345,24,DE
Colección de Zoología Invertebrados - Otros invertebrados,1344,291,AR
Chromista Collection of the Seto Marine Biological Laboratory, Kyoto University,1344,130,JP
University of Vienna, Institute for Botany - Herbarium WU,1343,287,AT
(Table T1) Foraminifer abundance of ODP Hole 188-1165B,1341,19,DE
(Appendix 1) Distribution of planktonic foraminifera in sediment of the last 70 kyr of ODP Core 161-977A from the western Mediterranean Sea,1340,15,DE
Plasm bearing foraminifera counts during METEOR cruise M36/5,1340,10,DE
Percentages of planktonic foraminifera species in sediment core V25-75,1339,23,DE
Cnidaria Collection of the Seto Marine Biological Laboratory, Kyoto University,1339,324,JP
Table A3. Benthic foraminifera assemblage of sediment core GeoB1710-3,1338,41,DE
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V22-38,1337,23,DE
Rapid Assessment Program (RAP) Biodiversity Survey Database,1333,477,US
Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC12-294,1331,21,DE
(Appendix B) Foraminifera and stable carbon and oxygen isotope record of ODP Hole 105-647B,1328,6,DE
